SKU,url,name,Unit,QTY on Hand,Our Price,Selling Price,KM PRICE,Account,Taxable?,Description,Cost Price,Account.1,Owner Type,Equipment Category,image_url
110415190571,https://kmrentaleq.com/CINE-SONY-CINEALTA-FS7-MKII.html,SONY | PXW FS7 II | 4K CAMERA,Rental Duration (hr),2,,$315.00,$315.00,Rental Sales,Yes,"Sony XQD Card Reader Series w/ 2.0 USB Cable | 2x Sony XQD 64GB 400 MB/S | 4x Sony BP-U60 Batteries | Sony BP-U30 Battery | Sony BC-U2 Battery Charger w/ AC adapter and power cord | Top handle | Grip remote control | Viewfinder | Monitor w/ 6"" post | LCD Viewfinder hood | USB wireless LAN Module | Remote Commander",$189.00,Cost of Goods Sold,3rd Party Equipment,Motion Cameras,https://kmrentaleq.com/images/P/DG1846-01.jpg
146749334887,https://kmrentaleq.com/Cable-Mat-Rubber-3-x5.html,Cable Mat | Rubber | 3'x5',Rental Duration (hr),2,,$6.00,$6.00,Rental Sales,Yes,,$3.60,Cost of Goods Sold,3rd Party Equipment,Grip & Support,https://kmrentaleq.com/images/P/LT3394-1.jpg
367303959095,https://kmrentaleq.com/Cam-Lok-2-Cable-5-Wire-50ft.html,Cam-Lok | #2 Cable | 5 Wire | 50ft,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,,$24.00,Cost of Goods Sold,3rd Party Equipment,Power & Media,https://kmrentaleq.com/images/P/GP1562-1-01.jpg
179453254818,https://kmrentaleq.com/Cam-Lok-2-Cable-Banded-5-Wire-25.html,Cam-Lok | #2 Cable | Banded 5 Wire | 25',Rental Duration (hr),2,,$25.00,$25.00,Rental Sales,Yes,,$15.00,Cost of Goods Sold,3rd Party Equipment,Power & Media,https://kmrentaleq.com/images/P/GP1562-1.jpg
113981814909,https://kmrentaleq.com/Cam-Lok-Hard-T-Connector-FFM.html,Cam-Lok | Hard T Connector | FFM,Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Power & Media,https://kmrentaleq.com/images/P/DG1478-1.jpg
555838972038,https://kmrentaleq.com/Cam-Lok-Hard-Turnaround-Suicide-Female-Female.html,Cam-Lok | Hard Turnaround | Suicide | Female/Female,Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Power & Media,https://kmrentaleq.com/images/P/DG1480-1.jpg
133526346507,https://kmrentaleq.com/Cam-Lok-Hard-Turnaround-Suicide-Male-Male.html,Cam-Lok | Hard Turnaround | Suicide | Male/Male,Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Power & Media,https://kmrentaleq.com/images/P/DG1479-1.jpg
859277221389,https://kmrentaleq.com/Cam-Lok-Splitter-400A-600V.html,Cam-Lok | Splitter | 400A 600V,Rental Duration (hr),2,,$20.00,$20.00,Rental Sales,Yes,,$12.00,Cost of Goods Sold,3rd Party Equipment,Power & Media,https://kmrentaleq.com/images/P/GP1138-1.jpg
996701987766,https://kmrentaleq.com/Canon-Battery-Grip-BG-E11-5D-MKIII-S-SR-Kit.html,Canon | Battery Grip | BG-E11 | 5D MKIII/S/SR | Kit,Rental Duration (hr),2,,$10.00,$10.00,Rental Sales,Yes,Canon Battery Grip BG-E11 | Canon Battery Magazine BGM-E11L,$6.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1268-1.jpg
137374627564,https://kmrentaleq.com/Canon-Battery-Grip-BG-E20-5D-MK-IV-Kit.html,Canon | Battery Grip | BG-E20 | 5D MK IV | Kit,Rental Duration (hr),2,,$15.00,$15.00,Rental Sales,Yes,Canon Battery Grip BG-E20 | Canon Battery Magazine BGM-E20L,$9.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1779-1.jpg
164412415222,https://kmrentaleq.com/Canon-C100-MK-II-EOS-Cinema-Kit.html,Canon | C100 MK II | EOS Cinema | Kit,Rental Duration (hr),2,,$135.00,$135.00,Rental Sales,Yes,"Canon C100 MK II EOS Cinema | 3x Canon BP955 Battery Pack | Canon CA940 Compact Power Adapter | Canon CG940 Battery Charger Dock | Canon Grip Unit | Canon Handle Unit | Hoodman Card Reader USB 3.0 | 4x Hoodman 128GB U-3 SD Card | USB 3.0 Cable A-B 3' | Wooden Base Plate C100/C300 | Wooden Bridge Plate 15mm C100/C300 | Wooden Cheese Plate C100/C300 | Wooden Nato Handle | Wooden Nato Rail 70mm | Wooden Top Plate C100/C300 | 2x Rod 15mm 6""",$81.00,Cost of Goods Sold,3rd Party Equipment,Motion Cameras,https://kmrentaleq.com/images/P/VD1494-1.jpg
166667319437,https://kmrentaleq.com/Canon-C300-MK-II-EOS-Cinema-Kit.html,Canon | C300 MK II | EOS Cinema | Kit,Rental Duration (hr),2,,$315.00,$315.00,Rental Sales,Yes,"Canon C300 MK II EOS Cinema | 5x Canon BPA30 Battery | Canon CGA10 Dual Battery Charger | 2x Lexar CFast 2.0 128GB Card | Lexar CFast 2.0 USB 3.0 Reader Workflow CR1 | Wooden Nato Handle | Wooden Base Plate C100/C300 | Wooden Bridge Plate 15mm C100/300 | Wooden Cheese Plate C100/C300 | Wooden Nato Rail 70mm | Wooden Top Plate C100/C300 | 2x Rod 15mm 6"" | Canon Monitor Unit | Canon Grip Unit | Canon Handle Unit | 2x Canon Cable Audio/Video UN-5",$189.00,Cost of Goods Sold,3rd Party Equipment,Motion Cameras,https://kmrentaleq.com/images/P/VD2074-1.jpg
173345551851,https://kmrentaleq.com/Canon-Cable-Release-RS-80N3-Kit.html,Canon | Cable Release | RS-80N3 | Kit,Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Accessories & Control,https://kmrentaleq.com/images/P/CM1017-1.jpg
105003315394,https://kmrentaleq.com/Canon-Cable-Release-RS-80N3.html,Canon | Cable Release | RS-80N3,Rental Duration (hr),2,,$5.00,$5.00,Rental Sales,Yes,,$3.00,Cost of Goods Sold,3rd Party Equipment,Accessories & Control,https://kmrentaleq.com/images/P/CM1017-1-01.jpg
143747376063,https://kmrentaleq.com/Canon-EF-EOS-R-Adapter-Kit.html,Canon | EF-EOS R | Adapter | Kit |,Rental Duration (hr),2,,$20.00,$20.00,Rental Sales,Yes,,$12.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/canon_mount_adapter_ef_rf_1536873669000_1433717.jpg
732499838076,https://kmrentaleq.com/Canon-EOS-1DX-MKII-20.2MP-Kit.html,Canon | EOS 1DX MKII | 20.2MP | Kit,Rental Duration (hr),2,,$175.00,$175.00,Rental Sales,Yes,"Canon EOS 1DX Mark II Body | Canon Strap | AC Power Cord | Canon Body Cap | 2x Canon LP-E19 Batteries | Canon LC-E19 Charger | Hoodman USB 3.0 Card Reader | 2x Hoodman USB 3.0 Cable | Lexar 128GB CFast 2.0 Card | Lexar CFast 2.0 USB 3.0 Reader Workflow CR1 | Compact Flash 128GB CF Card | SKB 1309-6 Case | Tetherlock Plate | TetherBoost Pro USB DC Cable 3' | TetherBoost Pro USB 3.0 Cable 13.5"" | TetherBoost Pro AC Power Adapter | TetherPro USB 3.0 Micro-B Cable 15'",$105.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1751-1.jpg
121513774067,https://kmrentaleq.com/Canon-EOS-1DX-MKIII-20.1MP-Kit.html,Canon | EOS 1DX MKIII | 20.1MP | Kit,Rental Duration (hr),2,,$250.00,$250.00,Rental Sales,Yes,Canon EOS 1DX Mark III Body | 2 x Canon LP-E19 Batteries | Canon LC-E19 Charger | SanDisk 64GB 1500mb/s CFexpress Type B Memory Card | SanDisk CFexpress Card Reader | Canon Strap | TetherPro USB-C to USB 3.0 15ft | TetherPro USB 3.0 Active Extension Cable 15ft | Tetherlock Plate | AC Power Cord,$150.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/canon%201dxIII.jpg
740880320891,https://kmrentaleq.com/Canon-EOS-5D-MK-IV-30.4MP-Kit.html,Canon | EOS 5D MK IV | 30.4MP | Kit,Rental Duration (hr),2,,$125.00,$125.00,Rental Sales,Yes,Canon EOS 5D Mark IV Body | Canon Strap | Canon Body Cap | 2x Canon LP-E6N Batteries | Canon LC-E6 Charger | Hoodman 64GB CF Card | Hoodman USB 3.0 Card Reader | Hoodman USB 3.0 Cable | SKB 1309-6 Case | TetherBoost Pro AC Power Adapter | TetherBoost Pro USB DC Cable 3' | TetherPro USB 3.0 Micro-B Cable 15' | TetherPro USB 3.0 Active Extension Cable 15' | Canon USB Cable Protector 5D Mark IV,$75.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/VD2336-1-01.jpg
944570920933,https://kmrentaleq.com/Canon-EOS-5DS-50.6-MP-Kit.html,Canon | EOS 5DS | 50.6 MP | Kit,Rental Duration (hr),2,,$125.00,$125.00,Rental Sales,Yes,"Canon EOS 5DS 50.6MP Camera Body | Canon LC-E6 Charger | 2x Canon LP-E6N Batteries | Hoodman Card Reader | 2x Hoodman 32GB CF Card | Canon USB Cable Protector | TetherBoost Pro AC Power Adapter | TetherBoost Pro USB 3.0 13.5"" | TetherBoost Pro USB DC Cable 3' | TetherPro USB 3.0 Micro-B Cable 15'",$75.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/VD1586-1.jpg
896695346399,https://kmrentaleq.com/Canon-EOS-5DSR-50.6-MP-Kit.html,Canon | EOS 5DSR | 50.6 MP | Kit,Rental Duration (hr),2,,$90.00,$90.00,Rental Sales,Yes,"Canon EOS 5DSR 50.6MP Camera Body | Canon LC-E6 Charger | 2x Canon LP-E6N Batteries | Hoodman Card Reader | 2x Hoodman 32GB CF Card | Canon USB Cable Protector | TetherBoost Pro AC Power Adapter | TetherBoost Pro USB 3.0 13.5"" | TetherBoost Pro USB DC Cable 3' | TetherPro USB 3.0 Micro-B Cable 15'",$54.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/DG1636-1.jpg
102763402504,https://kmrentaleq.com/Canon-EOS-R5-Kit.html,Canon | EOS R5 | Kit,Rental Duration (hr),2,,$145.00,$145.00,Rental Sales,Yes,Canon EOS R5 body | Canon Strap | 2x Canon LP-E6N Batteries | Canon LC-E6 Charger | 128GB SD card | SD Card reader and cord | TetherPro USB-C Tether cord and Extension | Tetherlock Plate,$87.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/r5.jpg
789771894636,https://kmrentaleq.com/Canon-Extender-EF-1.4X-II.html,Canon | Extender | EF 1.4X II,Rental Duration (hr),2,,$15.00,$15.00,Rental Sales,Yes,,$9.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1057-1.jpg
175992766418,https://kmrentaleq.com/Canon-Extender-EF-2X-II.html,Canon | Extender | EF 2X II,Rental Duration (hr),2,,$20.00,$20.00,Rental Sales,Yes,,$12.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1048-1.jpg
160617765187,https://kmrentaleq.com/Canon-Extender-EF-2X.html,Canon | Extender | EF 2X,Rental Duration (hr),2,,$20.00,$20.00,Rental Sales,Yes,,$12.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1058-1.jpg
681117122011,https://kmrentaleq.com/Canon-Extension-Tube-EF-12.html,Canon | Extension Tube | EF 12,Rental Duration (hr),2,,$10.00,$10.00,Rental Sales,Yes,,$6.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1060-1.jpg
110357778539,https://kmrentaleq.com/Canon-Intervalometer-Timer-Remote-TC-80N3.html,Canon | Intervalometer | Timer Remote |TC-80N3,Rental Duration (hr),2,,$14.00,$14.00,Rental Sales,Yes,,$8.40,Cost of Goods Sold,3rd Party Equipment,Accessories & Control,https://kmrentaleq.com/images/P/CM1018-1.jpg
164850198719,https://kmrentaleq.com/Canon-Lens-135mm-f/2.0L-Kit.html,Canon Lens | 135mm f/2.0L | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Canon Lens EF 135mm f/2.0L USM | Canon Lens Hood ET-78II | Canon Front Lens Cap E-72II | Canon Rear Lens Cap EF,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1027-1.jpg
993336304753,https://kmrentaleq.com/Canon-Lens-EF-100-400mm-f-4.5-5.6L-IS-II-USM-Kit.html,Canon Lens | EF 100-400mm f/4.5-5.6L IS II USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 100-400mm f/4.5-5.6L IS II USM | Canon Front Lens Cap E-77II | Canon Rear Lens Cap EF | Canon Lens Hood ET-83D | Canon Tripod Collar Foot for 100-400mm L IS II USM,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1818-1.jpg
884141759655,https://kmrentaleq.com/Canon-Lens-EF-100mm-f-2.8L-IS-Macro-USM-Kit.html,Canon Lens | EF 100mm f/2.8L IS Macro USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 100mm f/2.8L IS Macro USM | Canon Lens Hood ET-73,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1046-1.jpg
835155636081,https://kmrentaleq.com/Canon-Lens-EF-11-24mm-f-4L-USM-Kit.html,Canon Lens | EF 11-24mm f/4L USM | Kit,Rental Duration (hr),2,,$75.00,$75.00,Rental Sales,Yes,Canon Lens EF 11-24mm f/4L USM | Canon Front Lens Cap 11-14 | Canon Rear Lens Cap EF,$45.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1822-1.jpg
526036153677,https://kmrentaleq.com/Canon-Lens-EF-14mm-f-2.8L-II-USM-Kit.html,Canon Lens | EF 14mm f/2.8L II USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 14mm f/2.8L II USM | Canon Front Lens Cap | Canon Rear Lens Cap,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1438-1.jpg
113338748442,https://kmrentaleq.com/Canon-Lens-EF-16-35mm-f-2.8L-USM-III-Kit.html,Canon Lens | EF 16-35mm f/2.8L USM III | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon EF 16-35mm f/2.8L USM III | Canon Lens Hood EW-88D | Canon Rear Lens Cap | Canon Front Lens Cap,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/Canon1635mmIII.jpg
162744852793,https://kmrentaleq.com/Canon-Lens-EF-180mm-f-3.5L-Macro-USM-Kit.html,Canon Lens | EF 180mm f/3.5L Macro USM | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon Lens EF 180mm f/3.5L Macro USM | Canon Front Lens Cap E-72 II | Canon Lens Hood ET-78II | Canon Rear Lens Cap EF,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1034-1.jpg
685136732828,https://kmrentaleq.com/Canon-Lens-EF-200-400mm-f-4-L-IS-USM-1.4-Extender-Kit.html,Canon Lens | EF 200-400mm f/4 L IS USM - 1.4 Extender | Kit,Rental Duration (hr),2,,$150.00,$150.00,Rental Sales,Yes,Canon Lens EF 200-400mm f/4L IS USM | Canon Front LEns Cap Soft Sided | Canon Lens Hood ET-120WII | Canon Lens Case | Canon 52mm Drop-in Filter Holder,$90.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/VD1358-1.jpg
740354192263,https://kmrentaleq.com/Canon-Lens-EF-200mm-f-2.8L-USM-Kit.html,Canon Lens | EF 200mm f/2.8L USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 200mm f/2.8L USM | Canon Front Lens Cap E-72II | Canon Rear Lens Cap EF,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1028-1.jpg
562704850651,https://kmrentaleq.com/Canon-Lens-EF-200mm-f-2L-IS-USM-Kit.html,Canon Lens | EF 200mm f/2L IS USM | Kit,Rental Duration (hr),2,,$65.00,$65.00,Rental Sales,Yes,Canon Lens EF 200mm f/2L IS USM | Canon Front Lens Cap Soft Sided | Canon Rear Lens Cap | Canon Lens Hood ET-120B | Canon Lens Case Hard Sided | Canon 52mm Drop In Gelatin Filter Holder 200mm,$39.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1776-1.jpg
112050437854,https://kmrentaleq.com/Canon-Lens-EF-24-105mm-f-4L-IS-USM-Kit.html,Canon Lens | EF 24-105mm f/4L IS USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 24-105mm f/fL IS USM | Canon Front Lens Cap E-77II | Canon Rear Lens Cap EF | Canon Lens Hood EW-83H,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1002-1.jpg
174262637292,https://kmrentaleq.com/Canon-Lens-EF-24-70mm-f-2.8L-USM-II-Kit.html,Canon Lens | EF 24-70mm f/2.8L USM II | Kit,Rental Duration (hr),2,,$35.00,$35.00,Rental Sales,Yes,Canon Lens EF 24-70mm f/2.8L USM II | Canon Front Lens Cap E-82 II | Canon Rear Lens Cap EF | Canon Lens Hood EW-88C,$21.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1469-1.jpg
138077426992,https://kmrentaleq.com/Canon-Lens-EF-24mm-f-1.4L-II-USM-Kit.html,Canon Lens | EF 24mm f/1.4L II USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 24mm f/1.4L II USM | Canon Front Lens Cap E-77 II | Canon Rear Lens Cap EF | Canon Lens Hood EW-83K,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1040-1.jpg
155087986039,https://kmrentaleq.com/Canon-Lens-EF-300mm-f-2.8L-IS-II-USM-Kit.html,Canon Lens | EF 300mm f/2.8L IS II USM | Kit,Rental Duration (hr),2,,$125.00,$125.00,Rental Sales,Yes,Canon Lens EF 300mm f/2.8 IS II USM | Canon Front Lens Cap E-145C | Canon Lens Hood ET-120WII | Canon Lens Case Hard Sided | Canon 52mm Drop-in Gelatin Filter Holder,$75.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1778-1.jpg
120842929596,https://kmrentaleq.com/Canon-Lens-EF-300mm-f-2.8L-IS-USM-Kit.html,Canon Lens | EF 300mm f/2.8L IS USM | Kit,Rental Duration (hr),2,,$85.00,$85.00,Rental Sales,Yes,Canon Lens EF 300mm f/2.8 IS USM | Canon Front Lens Cap E-145 | Canon Lens Hood ET-120 | Canon Lens Case Hard Sided | Canon 52mm Drop-in Gelatin Filter Holder Tele-Lenses,$51.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1049-1.jpg
677741796703,https://kmrentaleq.com/Canon-Lens-EF-35mm-f-1.4L-USM-II-Kit.html,Canon Lens | EF 35mm f/1.4L USM II | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon Lens EF 35mm f/1.4L USM II | Canon Front Lens Cap E-72II | Canon Rear Lens Cap EF | Canon Lens Hood EW-77B,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/VD1965-1.jpg
174157367658,https://kmrentaleq.com/Canon-Lens-EF-400mm-f-2.8L-IS-II-USM-Kit.html,Canon Lens | EF 400mm f/2.8L IS II USM | Kit,Rental Duration (hr),2,,$150.00,$150.00,Rental Sales,Yes,Canon Lens EF 400mm f/2.8L IS II USM | Canon Lens Cap Soft Sided | Canon Lens Hood ET-155WII | Canon 52mm Drop-in Gelatin Filter | Canon Lens Case Hard Sided,$90.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/VD1453-1.jpg
110051462975,https://kmrentaleq.com/Canon-Lens-EF-50mm-f-1.2L-USM-Kit.html,Canon Lens | EF 50mm f/1.2L USM | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon Lens EF 50mm f/1.2L USM | Canon Front Lens Cap E-72II | Canon Rear Lens Cap EF | Canon Lens Hood ES-78,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1004-1.jpg
530325976411,https://kmrentaleq.com/Canon-Lens-EF-70-200mm-f-2.8L-IS-USM-II-Kit.html,Canon Lens | EF 70-200mm f/2.8L IS USM II | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 70-200mm f/2.8L IS II USM | Canon Front Lens Cap E-77II | Canon Rear Lens Cap EF | Canon Lens Hood ET-87,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1050-1.jpg
148985012749,https://kmrentaleq.com/Canon-Lens-EF-8-15mm-f-4-Fisheye-USM-Kit.html,Canon Lens | EF 8-15mm f/4 Fisheye USM | Kit,Rental Duration (hr),2,,$40.00,$40.00,Rental Sales,Yes,Canon Lens EF 8-15mm f/4 Fisheye USM | Canon Front Lens Cap | Canon Rear Lens Cap EF | Canon Lens Hood EW-77,$24.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1051-1.jpg
102223683988,https://kmrentaleq.com/Canon-Lens-EF-85mm-f-1.2L-II-USM-Kit.html,Canon Lens | EF 85mm f/1.2L II USM | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon Lens EF 85mm f/1.2L II USM | Canon Front Lens Cap E-72 II | Canon Rear Lens Cap EF | Canon Lens Hood ES-79II,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1003-1.jpg
790528961985,https://kmrentaleq.com/Canon-Lens-RF-100mm-f-2.8-L-Macro-IS-USM.html,Canon | Lens | RF 100mm f/2.8 L Macro IS USM |,Rental Duration (hr),2,,$75.00,$75.00,Rental Sales,Yes,,$45.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/RF%20100mm%20Macro.jpg
121025087070,https://kmrentaleq.com/Canon-Lens-RF-15-35mm-f-2.8-L-IS-USM.html,Canon | Lens | RF 15-35mm f/2.8 L IS USM |,Rental Duration (hr),2,,$60.00,$60.00,Rental Sales,Yes,,$36.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/RF%2015-35mm.jpg
142564102113,https://kmrentaleq.com/Canon-Lens-RF-24-105mm-f-4L-IS-USM-Kit.html,Canon | Lens | RF 24-105mm f/4L IS USM | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/canon_rf_24_105mm_f_4l_is_1433712.jpg
963471328816,https://kmrentaleq.com/Canon-Lens-RF-24-70mm-f-2.8-L-IS-USM.html,Canon | Lens | RF 24-70mm f/2.8 L IS USM |,Rental Duration (hr),2,,$75.00,$75.00,Rental Sales,Yes,,$45.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/RF%2024-70.jpg
802980867516,https://kmrentaleq.com/Canon-Lens-RF-35mm-f-1.8-Macro-IS-STM.html,Canon | Lens | RF 35mm f/1.8 Macro IS STM |,Rental Duration (hr),2,,$50.00,$50.00,Rental Sales,Yes,,$30.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/35mm%20rf%20Macro.jpg
142975326371,https://kmrentaleq.com/Canon-Lens-RF-50mm-f-1.2-L-USM-Kit.html,Canon | Lens | RF 50mm f/1.2 L USM-Kit,Rental Duration (hr),2,,$75.00,$75.00,Rental Sales,Yes,,$45.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/canon_rf_50mm_f_1_2l_usm_1536135667000_1433715.jpg
106465406348,https://kmrentaleq.com/Canon-Lens-RF-70-200mm-f-2.8-L-IS-USM.html,Canon | Lens | RF 70-200mm f/2.8 L IS USM |,Rental Duration (hr),2,,$85.00,$85.00,Rental Sales,Yes,,$51.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/70-200%20RF.jpg
958450624071,https://kmrentaleq.com/Canon-Lens-RF-85mm-f-2-Macro-IS-STM.html,Canon | Lens | RF 85mm f/2 Macro IS STM |,Rental Duration (hr),2,,$70.00,$70.00,Rental Sales,Yes,,$42.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/85mm%20rf%20Macro.jpg
595889520372,https://kmrentaleq.com/Canon-Lens-TS-E-17mm-f-4L-Manual-Focus-Kit.html,Canon Lens | TS-E 17mm f/4L | Manual Focus | Kit,Rental Duration (hr),2,,$60.00,$60.00,Rental Sales,Yes,Canon Lens TS-E 17mm f/4L Manual Focus | Canon Front Lens Cap | Canon Rear Lens Cap,$36.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1045-1.jpg
152089968875,https://kmrentaleq.com/Canon-Lens-TS-E-24mm-f-3.5L-II-Manual-Focus-Kit.html,Canon Lens | TS-E 24mm f/3.5L II | Manual Focus | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon Lens TS-E 24mm f/3.5L II Manual Focus | Canon Front Lens Cap E-82II | Canon Rear Lens Cap EF | Canon Lens Hood EW-88B,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1044-1.jpg
331344969985,https://kmrentaleq.com/Canon-Lens-TS-E-90mm-f-2.8-Manual-Focus-Kit.html,Canon Lens | TS-E 90mm f/2.8 | Manual Focus | Kit,Rental Duration (hr),2,,$45.00,$45.00,Rental Sales,Yes,Canon Lens TS-E 90mm f/2.8 Manual Focus | Canon Front Lens Cap E-58 II | Canon Rear Lens Cap EF | Canon Lens Hood ES-65II/III,$27.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/CM1035-1.jpg
152736097889,https://kmrentaleq.com/Canon-Lens.html,Canon | Lens | RF 28-70mm f/2 L USM Kit |,Rental Duration (hr),2,,$90.00,$90.00,Rental Sales,Yes,,$54.00,Cost of Goods Sold,3rd Party Equipment,Lenses,https://kmrentaleq.com/images/P/1536121266_1433713.jpg
692468914375,https://kmrentaleq.com/Canon-R5mark2.html,Canon | R5 Mark II | Mirrorless | Camera |,Rental Duration (hr),2,,$175.00,$175.00,Rental Sales,Yes,,$105.00,Cost of Goods Sold,3rd Party Equipment,Stills Cameras,https://kmrentaleq.com/images/P/canon_6536c002_eos_r5_mark_ii_1721198413_1840289.jpg
138055973354,https://kmrentaleq.com/Canon-Ring-Flash-TTL-Macro-Flash-MR-14EX.html,Canon | Ring Flash | TTL Macro Flash | MR-14EX,Rental Duration (hr),2,,$20.00,$20.00,Rental Sales,Yes,,$12.00,Cost of Goods Sold,3rd Party Equipment,Lighting,https://kmrentaleq.com/images/P/CM1013-1.jpg
